Date,DateTotal,HomicideTotal,ArsonTotal,DeceptivePracticeTotal,BurglaryTotal,DayTotal,NightTotal,Temp_Avg(oF),Temp_Max(oF),Temp_Min(oF),Precip(in),Snow(in),Wind(mph),Fog,HeavyFog,Thunder,Sleet,Hail,Glaze,Haze,Snow,Tornado,HighWinds,Sunny,DayLength,DayLengthPercent,WeatherCondition
2015-09-20,810,6,0,38,26,362,408,60,73,50,0,0,4.47,0,0,0,0,0,0,0,0,0,0,1,12:16:00,0.51,1
2015-09-21,735,1,0,40,47,415,278,62,74,52,0,0,5.14,0,0,0,0,0,0,0,0,0,0,1,12:13:13,0.51,1
2015-09-22,775,1,2,45,42,415,314,65,80,53,0,0,3.58,1,0,0,0,0,0,0,0,0,0,0,12:10:26,0.51,1
2015-09-23,830,1,2,44,41,447,335,68,80,57,0,0,4.25,1,0,0,0,0,0,0,0,0,0,0,12:07:38,0.51,1
2015-09-24,715,2,1,38,40,396,280,67,76,56,0,0,5.59,1,0,0,0,0,0,0,0,0,0,0,12:04:51,0.5,1
2015-09-25,809,2,1,50,56,425,330,65,73,60,0,0,8.72,1,0,0,0,0,0,1,0,0,0,0,12:02:04,0.5,0
2015-09-26,792,2,3,30,36,366,394,67,75,60,0,0,7.61,0,0,0,0,0,0,0,0,0,0,1,11:59:16,0.5,1
2015-09-27,800,3,0,26,45,368,406,67,74,61,0,0,7.16,1,0,0,0,0,0,0,0,0,0,0,11:56:29,0.5,1
2015-09-28,751,2,0,40,42,394,316,70,77,64,0,0,4.25,0,0,0,0,0,0,1,0,0,0,0,11:53:42,0.5,1
2015-09-29,666,2,0,43,31,345,276,64,68,55,0.4,0,14.54,1,0,0,0,0,0,0,0,0,0,0,11:50:55,0.49,1
2015-09-30,677,2,1,39,35,380,254,57,61,52,0,0,15.43,0,0,0,0,0,0,0,0,0,0,1,11:48:07,0.49,1
2015-10-01,873,2,3,105,38,463,302,55,59,52,0,0,18.12,0,0,0,0,0,0,0,0,0,0,1,11:45:20,0.49,1
2015-10-02,796,0,1,55,49,419,322,55,60,51,0,0,19.01,0,0,0,0,0,0,0,0,0,0,1,11:42:34,0.49,1
2015-10-03,708,0,0,35,44,330,341,52,54,48,0.01,0,17,1,0,0,0,0,0,1,0,0,0,0,11:39:47,0.49,0
2015-10-04,653,1,0,22,24,276,355,52,57,50,0,0,11.41,0,0,0,0,0,0,0,0,0,0,1,11:37:00,0.48,1
2015-10-05,753,0,0,64,41,383,302,57,60,55,0,0,6.93,1,0,0,0,0,0,0,0,0,0,0,11:34:14,0.48,1
2015-10-06,751,2,4,38,43,400,313,60,71,55,0,0,4.92,1,0,0,0,0,0,0,0,0,0,0,11:31:28,0.48,1
2015-10-07,717,1,1,44,44,348,325,62,71,54,0,0,7.38,1,0,0,0,0,0,0,0,0,0,0,11:28:42,0.48,1
2015-10-08,701,1,1,38,28,351,311,62,77,50,0.05,0,8.28,0,0,0,0,0,0,0,0,0,0,1,11:25:56,0.48,1
2015-10-09,794,1,0,53,39,409,332,60,64,47,0,0,10.51,0,0,0,0,0,0,0,0,0,0,1,11:23:10,0.47,1
2015-10-10,727,2,1,40,32,330,356,53,65,42,0,0,5.82,0,0,0,0,0,0,1,0,0,0,0,11:20:25,0.47,1
2015-10-11,735,1,2,19,26,295,419,62,79,51,0,0,12.75,0,0,0,0,0,0,0,0,0,0,1,11:17:41,0.47,1
2015-10-12,729,1,3,38,44,379,311,67,75,53,0,0,15.43,0,0,0,0,0,0,1,0,0,0,0,11:14:56,0.47,1
2015-10-13,741,1,0,42,47,391,305,56,63,47,0,0,11.63,0,0,0,0,0,0,0,0,0,0,1,11:12:12,0.47,1
2015-10-14,764,2,3,49,59,391,323,52,63,42,0,0,8.05,0,0,0,0,0,0,1,0,0,0,0,11:09:28,0.46,1
2015-10-15,813,0,0,66,50,420,324,55,69,46,0,0,11.18,0,0,0,0,0,0,1,0,0,0,0,11:06:45,0.46,1
2015-10-16,733,2,0,47,41,362,319,49,55,37,0,0,11.18,0,0,0,0,0,0,0,0,0,0,1,11:04:03,0.46,1
2015-10-17,706,0,3,25,37,329,350,42,53,33,0,0,9.17,0,0,0,0,0,0,0,0,0,0,1,11:01:21,0.46,1
2015-10-18,675,2,1,24,36,273,377,45,60,33,0,0,5.82,0,0,0,0,0,0,0,0,0,0,1,10:58:39,0.46,1
2015-10-19,788,2,4,38,45,382,367,55,73,47,0,0,18.79,0,0,0,0,0,0,1,0,0,0,0,10:55:58,0.46,1
2015-10-20,782,0,0,55,49,392,333,64,74,57,0.11,0,10.07,0,0,0,0,0,0,1,0,0,0,0,10:53:18,0.45,1
2015-10-21,793,0,3,41,50,381,369,63,75,52,0.01,0,10.74,0,0,0,0,0,0,0,0,0,0,1,10:50:38,0.45,1
2015-10-22,773,0,1,43,44,361,368,60,62,51,0,0,7.16,0,0,0,0,0,0,0,0,0,0,1,10:47:59,0.45,1
2015-10-23,777,3,1,50,48,377,347,55,64,52,0.16,0,11.63,1,0,0,0,0,0,0,0,0,0,0,10:45:21,0.45,1
2015-10-24,764,3,2,37,49,338,389,62,66,46,0.3,0,14.32,1,0,0,0,0,0,0,0,0,0,0,10:42:43,0.45,1
2015-10-25,728,1,2,23,28,306,396,51,62,41,0,0,4.03,0,0,0,0,0,0,0,0,0,0,1,10:40:07,0.44,1
2015-10-26,780,2,3,55,54,375,348,49,61,37,0,0,5.82,1,0,0,0,0,0,0,0,0,0,0,10:37:31,0.44,1
2015-10-27,649,0,1,35,44,318,296,53,56,50,0.49,0,13.42,1,0,0,0,0,0,0,0,0,0,0,10:34:56,0.44,1
2015-10-28,681,0,2,44,56,331,306,53,56,37,0.33,0,14.99,1,0,0,0,0,0,0,0,0,0,0,10:32:23,0.44,1
2015-10-29,668,0,1,38,35,327,302,41,47,36,0,0,15.43,0,0,0,0,0,0,0,0,0,0,1,10:29:50,0.44,1
2015-10-30,775,1,1,54,42,394,327,45,56,36,0,0,6.71,0,0,0,0,0,0,0,0,0,0,1,10:27:18,0.44,1
2015-10-31,721,1,2,29,35,268,422,47,52,45,0.77,0,11.41,1,0,0,0,0,0,0,0,0,0,0,10:24:47,0.43,1
2015-11-01,985,1,5,90,41,326,566,53,63,44,0,0,10.29,0,0,0,0,0,0,0,0,0,0,1,10:22:18,0.43,1
2015-11-02,783,2,1,49,51,370,364,58,72,47,0,0,10.51,0,0,0,0,0,0,0,0,0,0,1,10:19:50,0.43,1
2015-11-03,749,3,6,50,40,316,381,58,70,44,0,0,6.26,1,0,0,0,0,0,0,0,0,0,0,10:17:23,0.43,1
2015-11-04,788,0,2,40,65,372,372,58,71,48,0,0,8.28,1,1,0,0,0,0,0,0,0,0,0,10:14:57,0.43,0
2015-11-05,753,1,0,42,47,362,349,64,70,59,0,0,16.11,1,0,0,0,0,0,0,0,0,0,0,10:12:33,0.43,1
2015-11-06,747,0,0,40,47,331,376,56,65,41,0.16,0,14.76,1,0,0,0,0,0,0,0,0,0,0,10:10:10,0.42,1
2015-11-07,691,4,1,31,25,287,366,44,53,35,0,0,9.62,0,0,0,0,0,0,0,0,0,0,1,10:07:49,0.42,1
2015-11-08,704,0,5,24,29,280,399,41,52,28,0,0,4.25,0,0,0,0,0,0,0,0,0,0,1,10:05:29,0.42,1
2015-11-09,684,1,1,39,45,293,352,42,56,29,0,0,2.24,1,0,0,0,0,0,1,0,0,0,0,10:03:11,0.42,0
2015-11-10,640,1,1,44,42,261,334,45,56,32,0,0,3.8,1,0,0,0,0,0,0,0,0,0,0,10:00:55,0.42,1
2015-11-11,686,2,0,58,49,295,332,48,63,36,0.42,0,14.32,1,0,1,0,0,0,0,0,0,0,0,9:58:41,0.42,0
2015-11-12,691,2,1,62,52,303,324,48,56,42,0,0,23.49,1,0,0,0,0,0,0,0,0,0,0,9:56:28,0.41,1
2015-11-13,679,0,1,39,31,288,351,42,47,32,0,0,15.21,0,0,0,0,0,0,0,0,0,0,1,9:54:17,0.41,1
2015-11-14,696,1,0,30,35,283,381,39,57,25,0,0,8.5,0,0,0,0,0,0,0,0,0,0,1,9:52:09,0.41,1
2015-11-15,720,0,1,39,38,283,398,53,64,44,0,0,10.29,0,0,0,0,0,0,0,0,0,0,1,9:50:02,0.41,1
2015-11-16,742,0,3,50,53,321,371,52,57,43,0.12,0,12.08,1,0,0,0,0,0,0,0,0,0,0,9:47:58,0.41,1
2015-11-17,667,0,2,44,44,292,330,51,61,47,0.63,0,17.67,1,0,0,0,0,0,0,0,0,0,0,9:45:56,0.41,1
2015-11-18,681,2,2,45,46,291,345,58,62,47,0.2,0,20.8,1,0,0,0,0,0,0,0,0,0,0,9:43:56,0.41,1
2015-11-19,696,0,1,48,38,309,338,45,47,35,0,0,18.79,0,0,0,0,0,0,0,0,0,0,1,9:41:58,0.4,1
2015-11-20,711,1,0,43,36,283,384,36,40,31,0.28,4.2,8.5,1,0,0,0,0,0,0,0,0,0,0,9:40:03,0.4,1
2015-11-21,528,2,1,30,25,188,310,32,33,18,1.16,7,12.08,1,1,0,0,0,0,0,1,0,0,0,9:38:11,0.4,0
2015-11-22,519,3,0,28,21,192,299,19,27,7,0,0,8.95,0,0,0,0,0,0,0,0,0,0,1,9:36:21,0.4,1
2015-11-23,650,1,3,41,32,276,333,28,37,25,0,0,9.17,0,0,0,0,0,0,0,0,0,0,1,9:34:34,0.4,1
2015-11-24,607,0,1,30,51,272,305,32,41,21,0,0,6.71,1,0,0,0,0,0,0,0,0,0,0,9:32:50,0.4,1
2015-11-25,618,1,2,33,47,254,331,38,52,29,0,0,14.99,1,0,0,0,0,0,0,0,0,0,0,9:31:08,0.4,1
2015-11-26,588,3,1,20,42,208,358,52,60,48,0.42,0,15.66,1,0,0,0,0,0,0,0,0,0,0,9:29:30,0.4,1
2015-11-27,612,2,2,41,27,234,337,45,56,34,0.84,0,15.66,1,0,0,0,0,0,0,0,0,0,0,9:27:55,0.39,1
2015-11-28,657,2,1,37,41,230,390,35,38,30,0,0,10.07,0,0,0,0,0,0,0,0,0,0,1,9:26:22,0.39,1
2015-11-29,612,4,1,24,41,226,361,33,41,25,0,0,7.61,0,0,0,0,0,0,0,0,0,0,1,9:24:53,0.39,1
2015-11-30,667,0,0,44,37,277,346,40,44,38,0.26,0,10.74,1,0,0,0,0,0,0,0,0,0,0,9:23:27,0.39,1
2015-12-01,780,2,2,102,37,281,397,42,43,37,0.18,0,10.51,1,0,1,0,0,0,0,0,0,0,0,9:22:05,0.39,0
2015-12-02,716,0,0,45,44,321,350,35,38,31,0.21,1.3,8.5,1,0,0,0,0,0,0,0,0,0,0,9:20:45,0.39,1
2015-12-03,710,1,1,52,43,293,365,33,35,30,0,0,10.74,1,0,0,0,0,0,0,0,0,0,0,9:19:30,0.39,1
2015-12-04,701,2,0,46,47,263,391,37,47,32,0,0,8.5,1,0,0,0,0,0,1,0,0,0,0,9:18:17,0.39,0
2015-12-05,707,1,2,45,25,232,429,36,46,29,0,0,7.83,1,0,0,0,0,0,0,0,0,0,0,9:17:09,0.39,1
2015-12-06,687,1,3,31,29,225,431,36,47,27,0,0,5.14,1,0,0,0,0,0,1,0,0,0,0,9:16:04,0.39,0
2015-12-07,689,0,1,45,51,300,344,34,39,27,0,0,6.93,1,1,0,0,0,0,0,0,0,0,0,9:15:03,0.39,0
2015-12-08,729,0,3,48,40,315,365,40,47,38,0,0,10.96,1,0,0,0,0,0,1,0,0,0,0,9:14:05,0.38,0
2015-12-09,685,1,1,43,56,311,331,46,52,40,0,0,8.28,1,0,0,0,0,0,1,0,0,0,0,9:13:12,0.38,0
2015-12-10,689,1,1,42,58,291,356,48,57,41,0,0,17,0,0,0,0,0,0,0,0,0,0,1,9:12:22,0.38,1
2015-12-11,742,1,1,40,46,275,427,46,51,41,0,0,7.61,0,0,0,0,0,0,0,0,0,0,1,9:11:37,0.38,1
2015-12-12,753,1,0,45,43,234,469,50,57,47,0,0,3.36,1,1,0,0,0,0,1,0,0,0,0,9:10:55,0.38,0
2015-12-13,651,1,0,17,28,229,402,55,61,48,0.85,0,13.65,1,0,0,0,0,0,0,0,0,0,0,9:10:17,0.38,1
2015-12-14,738,0,1,45,69,313,380,55,61,42,0.39,0,15.88,1,0,0,0,0,0,0,0,0,0,0,9:09:44,0.38,1
2015-12-15,792,1,1,58,62,335,399,41,43,39,0,0,9.84,0,0,0,0,0,0,0,0,0,0,1,9:09:15,0.38,1
2015-12-16,722,1,1,51,58,299,370,43,53,35,0.12,0,16.33,1,0,0,0,0,0,0,0,0,0,0,9:08:49,0.38,1
2015-12-17,728,4,1,61,56,287,378,33,35,28,0,0,14.32,0,0,0,0,0,0,0,0,0,0,1,9:08:28,0.38,1
2015-12-18,653,0,0,44,43,248,361,28,32,24,0,0.2,13.2,0,0,0,0,0,0,1,0,0,0,0,9:08:11,0.38,1
2015-12-19,666,0,0,45,41,227,394,23,30,15,0,0,11.41,0,0,0,0,0,0,0,0,0,0,1,9:07:59,0.38,1
2015-12-20,692,2,2,34,34,249,409,34,50,23,0.03,0,16.33,0,0,0,0,0,0,0,0,0,0,1,9:07:50,0.38,1
2015-12-21,649,2,1,58,44,234,357,46,52,41,0.67,0,11.63,1,0,0,0,0,0,0,0,0,0,0,9:07:46,0.38,1
2015-12-22,694,0,0,41,51,283,370,39,41,35,0.02,0,8.95,1,0,0,0,0,0,0,0,0,0,0,9:07:47,0.38,1
2015-12-23,753,2,2,46,68,309,398,47,59,40,0.49,0,17.22,1,1,1,0,0,0,0,0,0,0,0,9:07:51,0.38,0
2015-12-24,675,2,0,49,57,266,360,42,42,34,0,0,11.63,0,0,0,0,0,0,0,0,0,0,1,9:08:00,0.38,1
2015-12-25,498,1,1,14,28,176,307,38,44,32,0,0,8.05,0,0,0,0,0,0,0,0,0,0,1,9:08:13,0.38,1
2015-12-26,639,2,1,25,33,231,383,39,42,37,0.21,0,10.07,1,1,0,0,0,0,0,0,0,0,0,9:08:30,0.38,0
2015-12-27,625,2,3,21,24,219,383,38,40,35,0.14,0,17.22,1,0,0,0,0,0,0,0,0,0,0,9:08:51,0.38,1
2015-12-28,515,1,0,29,38,201,284,33,39,31,1.47,1.9,19.01,1,0,0,1,0,1,0,0,0,0,0,9:09:17,0.38,0
2015-12-29,623,1,0,46,42,247,330,33,39,29,0,0,11.41,1,0,0,0,0,0,0,0,0,0,0,9:09:47,0.38,1
2015-12-30,603,0,1,46,34,245,311,29,29,27,0.09,1.1,8.72,1,0,0,0,0,0,1,0,0,0,0,9:10:21,0.38,0
2015-12-31,609,0,2,65,46,209,335,26,28,22,0,0,13.42,0,0,0,0,0,0,0,0,0,0,1,9:10:59,0.38,1
